"installid"	"sessionid"	"time"	"lat"	"lng"	"accuracy"
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:24:45"	40.720781	-74.0006336	30
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:29:50"	40.7197211	-74.0016887	20.063
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:28:49"	40.7202609	-74.0011378	20.037
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:27:49"	40.7209812	-74.0007705	20.024
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:31:53"	40.7205541	-74.0034791	20.728
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:30:52"	40.7198382	-74.002515	21.929
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:35:51"	40.72024	-74.0042596	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:34:50"	40.7206513	-74.0038923	20.101
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:33:49"	40.7204	-74.0038883	29.789
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:41:57"	40.7206322	-74.00403	20.729
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:40:57"	40.7206322	-74.00403	20.729
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:39:55"	40.7206322	-74.00403	19.955
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:38:54"	40.7204587	-74.0041677	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:37:53"	40.7206643	-74.0039841	20.231
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:36:52"	40.7208834	-74.0039673	70.064
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:50:01"	40.7201948	-74.0042136	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:49:00"	40.7203493	-74.0042136	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:46:58"	40.72024	-74.0042596	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:45:57"	40.7205229	-74.0040759	22.863
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:44:56"	40.720573	-74.0038093	48.161
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:43:55"	40.7204587	-74.0041677	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:54:29"	40.7230795	-74.0049482	20
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:53:28"	40.7222498	-74.0053613	20.088
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:52:17"	40.7215538	-74.0048104	21.165
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:52:03"	40.7235019	-74.0076567	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:51:02"	40.7215286	-74.0051777	20.049
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:57:33"	40.7254407	-74.0044432	21.123
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:56:32"	40.7247175	-74.0043168	25.411
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:55:31"	40.7240636	-74.004535	20.169
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 16:02:44"	40.7258599	-74.0008623	21.608
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 16:01:43"	40.7260734	-74.001551	20.854
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 16:00:42"	40.7265315	-74.0023314	20.088
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:59:40"	40.7272925	-74.0033414	22.873
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 15:58:39"	40.726187	-74.0042596	20.045
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 16:07:50"	40.7239255	-73.9980328	51.941
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 16:06:49"	40.7245174	-73.998475	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 16:05:48"	40.7246589	-73.9983832	20.069
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 16:04:46"	40.7250338	-73.9993932	20.094
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a38e9cd108e9443b16b4a"	"2016-07-28 16:03:46"	40.7253566	-74.000036	21.596
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:45:58"	40.7240514	-73.9968223	20.405
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:51:23"	40.7215365	-73.9978782	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:50:16"	40.720896	-73.9958123	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:49:15"	40.7221405	-73.9972355	20.714
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:48:14"	40.7229059	-73.9969141	21.315
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:47:12"	40.7233433	-73.9967305	19.886
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:58:36"	40.721035	-73.9981537	19.934
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:57:35"	40.720896	-73.9958123	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:56:34"	40.7215365	-73.9978782	20.295
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:55:33"	40.7215365	-73.9978782	20.201
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:54:26"	40.7215365	-73.9978782	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:53:26"	40.7215365	-73.9978782	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:52:25"	40.7215365	-73.9978782	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:06:43"	40.7190257	-73.9935168	20.04
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:04:42"	40.7193226	-73.9939759	20.866
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:03:41"	40.7192835	-73.9937004	46.592
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:02:40"	40.7199943	-73.995445	20.862
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:01:39"	40.7202851	-73.9961337	20.72
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:00:38"	40.7206149	-73.9970978	20.811
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 20:59:37"	40.7208865	-73.9979241	22.566
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:13:17"	40.7187495	-73.9922589	20
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:12:16"	40.7187384	-73.9922202	26
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:11:15"	40.7187396	-73.992226	23
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:10:14"	40.7187839	-73.9922402	46.356
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:09:12"	40.7187487	-73.9922296	20
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:07:44"	40.7188955	-73.9925985	19.98
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:19:24"	40.7207846	-73.9906703	20.022
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:18:22"	40.7203472	-73.9908539	19.889
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:17:21"	40.7196721	-73.9912671	20.842
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:16:20"	40.7191254	-73.9914967	20.062
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:15:19"	40.7186047	-73.9919099	19.948
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:14:18"	40.7187457	-73.9922208	25
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:26:06"	40.7233132	-73.9902571	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:25:05"	40.7233857	-73.9902195	42
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:23:28"	40.7231127	-73.9896602	21.215
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:22:27"	40.7224176	-73.9896602	19.789
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:21:26"	40.7220706	-73.9900183	30.078
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:20:24"	40.7212861	-73.9903948	19.811
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:30:10"	40.7232811	-73.990303	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:29:09"	40.7233955	-73.9902541	32.344
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:28:08"	40.7233584	-73.990303	20.331
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:27:07"	40.723454	-73.9903789	40.5
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:37:18"	40.7231658	-73.9905785	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:36:17"	40.7293584	-73.998134	899
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:35:16"	40.7293584	-73.998134	899
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:34:15"	40.7234356	-73.990303	21.936
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:33:14"	40.7234226	-73.9902112	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:32:13"	40.7233149	-73.990122	26.03
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:31:12"	40.723328	-73.9900751	33
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:43:25"	40.7254606	-73.9966846	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:42:24"	40.7249207	-73.9948901	48.226
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:41:23"	40.7245744	-73.9939759	20.322
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:40:21"	40.7243288	-73.9933331	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:39:20"	40.7239148	-73.9920476	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:38:19"	40.7238636	-73.9922313	21.825
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:54:27"	40.7240253	-73.9966387	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:52:27"	40.7247622	-73.9965931	27
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:50:23"	40.7245078	-73.9965009	19.95
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:49:22"	40.724747	-73.9965892	25.632
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:45:54"	40.7252401	-73.9956745	500
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"579a7f3fcd108e9443b47a8d"	"2016-07-28 21:44:27"	40.7244115	-73.9966387	20.368
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:26:09"	40.7241607	-73.9967764	20.991
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:27:15"	40.7250275	-73.9955368	20.755
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:28:16"	40.7254415	-73.9968223	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:29:17"	40.7257756	-73.996455	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:30:19"	40.7264567	-73.9958123	19.825
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:31:22"	40.7268568	-73.996455	20.073
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:32:23"	40.7272568	-73.9970978	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:33:24"	40.7282513	-73.9992096	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:34:25"	40.7281481	-73.999026	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:35:27"	40.7283676	-73.9994851	21.074
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:36:28"	40.7286392	-74.0003114	20.889
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:37:29"	40.7290653	-74.0011378	20.449
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:38:30"	40.7297404	-74.0007246	19.921
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:40:30"	40.7302479	-74.0002196	20.687
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:41:30"	40.7302479	-74.0002196	20.687
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:43:30"	40.7303061	-74.0003573	19.958
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:45:00"	40.7301837	-74.0003114	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:46:00"	40.7301837	-74.0003114	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:48:01"	40.7301837	-74.0003114	20.618
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:49:01"	40.7301837	-74.0003114	20.618
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:50:01"	40.7301837	-74.0003114	20.618
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:51:01"	40.7301837	-74.0003114	20.618
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:52:39"	40.7306992	-74.0006787	31.769
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:53:40"	40.7306107	-74.0016887	21.688
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:54:41"	40.7303929	-74.0023314	21.571
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:55:42"	40.7307669	-74.0027905	20.354
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:56:43"	40.731527	-74.0032496	20.079
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:57:56"	40.7314394	-74.0030272	25
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:58:57"	40.7316233	-74.0031118	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 16:59:58"	40.7314678	-74.0029974	20
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:01:00"	40.731417	-74.0030104	22
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:02:01"	40.7316684	-74.0031578	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:03:02"	40.7314048	-74.0030781	20
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:04:03"	40.7314175	-74.0030107	20
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:05:04"	40.7318358	-74.0032496	20.7
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:06:05"	40.7322098	-74.0037087	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:07:06"	40.7329699	-74.0041677	20.1
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:08:08"	40.7336267	-74.0044432	20.067
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:09:09"	40.734116	-74.0046268	21.318
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:10:10"	40.7348822	-74.0048564	20.495
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:11:11"	40.735558	-74.0049941	20.236
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:12:12"	40.7361697	-74.0052236	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:13:13"	40.7372065	-74.0057286	20.848
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:14:14"	40.7364734	-74.0060041	19.824
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:15:15"	40.7360873	-74.0060041	20.213
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:16:16"	40.7353923	-74.0060041	21.53
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:17:23"	40.7345368	-74.0062336	19.894
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:18:49"	40.7344917	-74.0061877	20.231
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:20:03"	40.7345047	-74.0062795	20.629
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:22:02"	40.7350107	-74.0060959	36
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:23:03"	40.7350107	-74.0060959	36
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:24:03"	40.7350107	-74.0060959	36
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:25:13"	40.7350107	-74.0060959	36
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:27:13"	40.7345047	-74.0062795	22.378
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:28:14"	40.7345047	-74.0062795	22.378
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:30:18"	40.7345047	-74.0062795	22.378
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:31:55"	40.7336683	-74.0063713	21.231
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:32:56"	40.733205	-74.0063713	20.262
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:34:20"	40.7330375	-74.0062795	19.882
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:35:21"	40.7333313	-74.0063426	34.314
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:36:22"	40.7333137	-74.0063624	33.21
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:37:23"	40.7330375	-74.0062795	19.869
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:38:23"	40.7327677	-74.0065549	20.287
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:39:24"	40.7322783	-74.0063713	47.08
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:40:25"	40.7317508	-74.0064631	20.253
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:41:26"	40.7310176	-74.0067386	20.308
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:42:28"	40.7302713	-74.0069222	19.817
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:43:29"	40.7294991	-74.0069222	20.085
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:44:31"	40.7287016	-74.0072895	21.607
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:45:32"	40.7283606	-74.0073354	50
"e04a23af-2819-4a4e-96c0-92c6776d2bf7"	"57a8cb9e498e4a62c9b8e458"	"2016-08-01 17:46:31"	40.7275432	-74.0072895	19.858
